No;Customer;Suplier;CID ABH;CID Supplier;Type of Issue;ABH Ticket Number;Supplier Ticket Number;Status;Date/Start Time;Date/End Time;Duration;Timezone;On Duty;Root Cause;Action Taken;Chronology;Cordination To Customer;Cordination To Supplier;Status RFO Send;;;;;;
60;Baoshuo;CrossNet;BTIIG-Morowali;;Link Down;#20250000619;;Open;16/06/2025 3:20:00;;;GMT+7;Bayu;;;;;;;;;;;;
61;ABH;HSP;Link Neu <> Cyber;     I-0122-008-01;Link Down;#20250000620;;Open;16/06/2025;;;;Haikal;;;;;;;;;;;;
62;DCC;ABH-HSP;Neu<>MDC;L1 NEU-CYB | No Service Order;Link Down;#20250000621;;Closed;16/06/2025;;;GMT+7;Haikal;the circuit interrupted due to any Impact of HSP Closure Tidying Activity at NEU;Normal after all done;CLOSED;;;;;;;;;
63;Shopee;ABH-LA;"AB22021-A (Line-1) 
AB22021-B (Line-2)";;Maintenance;#20250000622;;Open;18/06/2025 0:00;18/06/2025 4:00;;GMT+7;Haikal;;;;;;;;;;;;
64;Running River;ABH-CGS;202500054;EDMKABH202503048P;Link Down;#20250000623;;Closed;16/06/2025 13:28;16/06/2025 13:55;00:27:00;GMT+7;Haikal;"The metro link between Jakarta and the Donlim site went down 
due to a backbone trunk issue at the provider's PoP in Cyber1, 
caused by an SFP module failure. ";"Onsite engineers promptly replaced the faulty SFP module after 
get request from their NOC. ";#20250000623 | Running River (ABH) | Link Down | 202500054 | RR report mengalami link down pada 16/06/2025 13: 20 dan sudah kembali Up pada 16/06/2025 13:50 WIB | Saat ini sedang di telusuri untuk reasonnya | RFO available | Minta validasi ke internal besok | CLOSED;WeChat;WeChat;yes;;;;;;
65;Aofei;ABH;Tencent ISC;;Packet Loss;#20250000624;#2025-0060150;Closed;16/06/2025 16:02;16/06/2025 16:29;00:27:00;GMT+7;Tian;"Based on traceroute and traceback analysis submitted during the 
investigation, there was no indication of packet loss or abnormal 
behavior within the ABH network segment. - Packet loss was 
observed starting from Hop 8 to Hop 9, where the network path 
transitioned through the TATA segment. ";"There is no action taken from Abhinawa side, packet loss normal 
after issue was done by TATA.";#20250000624 | Aofei (ABH) | Tencent ISC | Packet Loss | Customer report paket loss pada 2025-06-16 16:32:48 +0800 CST | dari pengecekan match dengan issue IPT ISPL | sudah diberikan initial check | FU RFO ke ISPL ditiket #20250000627 | IR available & FU ke internal untuk validasi | CLOSED;Email;Email;yes;;;;;;
66;Wangsu;ABH;Wangsu International 01 - IDC3D;;Packet Loss;#20250000625;;Closed;13/06/2025 19:30;13/06/2025 22:00;02:30:00;GMT+7;Tian;No issues were found in the ABH or upstream segments.;Checking circuit and Monitoring;#20250000625 | Wangsu (ABH) | Wangsu International 01 - IDC3D | Wangsu report paket loss periode 2025-06-13 19:30 0 22:00 GMT+8 | dari pengecekan tidak adanya issue pada saat itu dan dari hasil traceroute yang mereka berikan terlihat tidak ada paket loss sampai destinasi | FU konfirmasi | Wangsu minta di hold dahulu | Konfirmasi dari Wangsu bahwa sudah allow untuk close ticket | CLOSED;Email;Email;No;;;;;;
67;Linkcloud;ABH;vlan3702;;Link Down;#20250000626;;Closed;16/06/2025 18:25;16/06/2025 18:45;00:20:00;GMT+7;Tian;"FO CUT at a distance of 2.5 km from POP Impact attracted large 
vehicles. ";Rerouted main link to backup link. ;#20250000626 | Linkcloud (SSM) | donlim report link down pada pukul 18:37 dan up pada 18:56 GMT+7 konfirmasi dari customer setelah dilakukannya corrective action reroute ke backup | info SSM ada FO cut pada mainlinknya | Saat ini sudah direrouted kembali via mainlink | Draft RFO dan validasi ke internal | IR Available | CLOSED;WeChat;WeChat;yes;;;;;;
68;OWS;ISPL;Vlan 4062;;Packet Loss;#20250000627;#2025-0060150;Closed;16/06/2025 16:12;16/06/2025 16:29;00:17:00;GMT+7;Tian;Issue caused by Jakarta <> Singapore backbone flapped on the provider segment;Issues are resolved by the provider.;#20250000627 | OWS (ISPL) | Packet Loss | Customer report ada issue ke beberapa destinasi di jakarta pada 2025-06-16 16:25:00 +0700| dari pengecekan match dengan issue IPT ISPL | sudah diberikan initial check | FU RFO ke ISPL | RFO availabe | CLOSED;WeChat;WeChat;yes;;;;;;
69;DCC;ABH - Edge;Req Access and inbound permit to Edge;;Request Permit Access;#20250000628;DCC06162115;Open;;;;;Tian;;;;;;;;;;;;
70;DCC;ABH - MDC;Req Access and inbound permit to Cyber;;Request Permit Access;#20250000629;DCC05301128;Open;;;;;Tian;;;;;;;;;;;;
71;Seabank;ABH;AB21005 (IA1-210336) ;;Traffic Drop;#20250000630;;Open;;;;;Haikal;;;;;;;;;;;;
72;DCC-Huawei;ABH;202500080;;Interupption;#20250000631;;Closed;18/06/2025 6:40;18/06/2025 8:30;01:50:00;GMT+8;Haikal;Issue toward Smartfren was related with line card issue on IIX equipment.;"Restart the line card by IIX Team, and 
route toward Smartfren back to normal";#20250000631 | DCC-Huawei (ABH) | Interupption | 202500080 | DCC report mengalami interrupt pada Smartfren pada 18/06/2025 6:40 - 8:30 GMT+8 | Hasil dari pengecekan bahwa dalam monitoring graffana beberapa IP SF memang mengalami loss 100% pada waktu tersebut | Dalam pengecekan di device IP tersebut facing IIX | Dalam pengecekan ke NOC IIX bahwa memang sempat ada issue dan BGP SF <> IIX sempat reset | Draft IR | IR available & FU ke internal untuk validasi | CLOSED;Email;Email;yes;;;;;;
73;PHC;ABH;202400250;;Traffic Utilization;#20250000632;;Open;;;;;;;;;;;;;;;;;
74;Running River;ABH;202500054;;Traffic Utilization;#20250000633;;Open;;;;;;;;;;;;;;;;;
75;ISPL;ABH;"202500092 (IGG Trib-5 / SG - IDC3D)
202500093 (IGG Trib-6 / SG - CYBER1)";"888170846689
 888170841577";Maintenance;#20250000634;;Closed;21/06/2025;30/06/2025;;GMT+7;Tian;Urgent Maintenance Due to the shunt fault of SKKL IGG Dumai-Batam at KM 314 from Dumai depth of 20-26M (sea segment);Urgent Maintenance Due to the shunt fault of SKKL IGG Dumai-Batam at KM 314 from Dumai depth of 20-26M (sea segment);#20250000634 | ISPL (ABH-TELKOM) | 202500092 (IGG Trib-5 / SG - IDC3D) & 202500093 (IGG Trib-6 / SG - CYBER1) | Urgent Maintenance Due to the shunt fault of SKKL IGG Dumai-Batam at KM 314 from Dumai depth of 20-26M (sea segment) tanggal 21 Juni 2025 sampai 30 Juni 2025 | Has Announced | Maintenance IGG telah di selesaikan sepenuhnya dan akan di lakukan rollback service ke IGG | Rollback service untuk IGG-Trib-5 sudah selesai dilakukakan per malam ini | Pending rollback untuk IGG Trib-6 | Done secara Overall untuk activity rollbacknya | CLOSED;Email;Email;No;;;;;;
76;Aofei;OWS;Req Allow prefix 43.174.107.0/24 Origin AS139341;;Req. Allow & Adv. Prefix;#20250000635;;Open;;;;GMT+7;Tian;;;;Email;Email;;;;;;;
77;Aofei;ISPL;Req Allow prefix 43.174.107.0/24 Origin AS139341;;Req. Allow & Adv. Prefix;#20250000636;;Open;;;;GMT+7;Tian;;;;Email;Email;;;;;;;
78;;;;;;#20250000637;;;;;;;;;;;;;;;;;;;
79;DCC-Huawei;ABH;202500080;;Traffic Drop;#20250000638;;Closed;19/06/2025 23:00;;;GMT+7;Bayu;;;;Email;Email;No;;;;;;
80;ABH;EDGE2 ;;;Req Permit Inbound;#20250000639;;Open;;;;GMT+7;Bayu;;;;Email;Email;No;;;;;;
81;ISPL;ABH;202500092 (IGG Trib-5 / SG - IDC3D) ;;Link Down;#20250000640;;Closed;20/06/2025 10:54;20/06/2025 11:10;00:16:00;GMT+7;Bayu;"Multiple Flapping issue with Jakarta-Singapore backbone on 
upstream segment at the time period mentioned. ";Optimize the backbone switchover by upstream provider.;#20250000640 | ISPL (ABH) | 202500092 (IGG Trib-5 / SG - IDC3D) | Terpantau link ISPL sempat down pada periode 20/06/2025 10:54 - 11:10 GMT+7 dan konfirmasi dari HSP tidak ada activity di jalur | Sudah di sampaikan impact BB DF loss power dan monit stabil sejak 11:10 GMT+7 | Draf IR | Validasi internal | CLOSED;Email;Email;yes;;;;;;
82;IDCH ;ABH;AB21009 (VLAN2502);;Link Down;#20250000641;;Closed;20/06/2025 10:54;20/06/2025 11:10;00:16:00;GMT+7;Bayu;Impact link down via HSP dan no activity from HSP and ABH side;Link back normal without action;#20250000641 | IDCH (ABH) | 202500092 (IGG Trib-5 / SG - IDC3D) | terpantau link IDCH sempat dan pada periode 20/06/2025 10:54 - 11:10 GMT+7 dan konfirmasi dari HSP tidak ada activity di jalur | CLOSED;Email;Email;yes;;;;;;
83;Wangsu;ABH;053RA055RA;;Link Down;#20250000642;;Closed;20/06/2025 10:54;20/06/2025 11:10;00:16:00;GMT+7;Bayu;Due to impact from BB Dark Fiber had a loss of power transmission Neu<>IDC3D;Suspect impact activity in link;#20250000642 | Wangsu (ABH) | 202500092 (IGG Trib-5 / SG - IDC3D) | Terpantau link Wangsu sempat down pada periode 20/06/2025 10:54 - 11:10 GMT+7 dan konfirmasi dari HSP tidak ada activity di jalur | Sudah di sampaikan impact BB DF loss power dan monit stabil sejak 11:10 GMT+7 | Draf IR | Sudah di proactive | CLOSED;Email;Email;yes;;;;;;
84;ABH;ISPL;IPT VLAN 766, 767, 768 & 791;;BGP Down;#20250000643;;Closed;20/06/2025 19:40;20/06/2025 19:40;;GMT+7;Tian;Bad core segment between Edge and APJII due to APJII DC tray installation.; Replaced fiber cable.;#20250000643 | ABH (ISPL) | Destination Unreachable | Dari monitoring ABH terpantau IPT ISPL 766, 767, 768 & 791 pada pukul 20/06/2025 19:40 GMT+7 | Terdapat power degrade segment APJII dan dikarenakan Multiple Flap pada ISPL untuk sementara ISPL dishutdown | Info dari ISPL sudah permanen resolved setelah replace kabel | RFO available | Validasi ke internal ;Email;Email;yes;;;;;;
85;ISPL;ABH;888170846689 & 888170841577;;Link Down;#20250000644;INC34681514 ;Closed;;;;GMT+7;Tian;"Maintenance shunt fault SKKL IGG Dumai-Batam di KM 314 dari Dumai
kedalaman 20-26M (segmen laut)
";Dilakukan mitigasi sebelum downtime maintenance SKKL IGG berlangsung;#20250000644 | INC34681514 | ISPL (Telkom) | 888170846689 & 888170841577 | Link Down | Cust komplain link kembali down | Info Telkom link down karena mitigasi link via SKKL Jasuka | FU ke Telkom untuk detailnya | Detail sudah disampaikan Telkom | Keep eye reroute trip-6 progress Telkom | trib-6 sudah di mitigasi via SKKL | FU RFO dan CLOSED;Email;Email;yes;;;;;;
86;OWS;ABH;VLAN4062;;Destination Unreachable;#20250000645;;Closed;20/06/2025 19:43;20/06/2025 20:00;;GMT+7;Tian;The Destination Unreachable event was caused by a physical link issue at the supplier's end, specifically a faulty core segment between the Edge router and APJII. This disruption coincided with an installation activity of a new tray at the APJII data center, which interfered with core connectivity and led to routing failures;Replaced fiber cable ;#20250000645 | OWS (ABH) | BGP Down | OWS report Destination Unreachable ke Destination Jakarta pada pukul 20/06/2025 19:43 GMT+7 | Setelah dicek relate dengan issue IPT ISPL BGP Down di tiket #20250000643 | OWS konfirmasi link normal pukul 20:42 | sudah diinfokan ke OWS issue dikarenakan Multiple Flap pada primary upstream (ISPL) dan untuk sementara ISPL dishutdown dan saat ini via DCC | Draft RFO | RFO available | CLOSED;Email;Email;yes;;;;;;
87;DCC;ABH;202400154;LL Cyber<>Sigma;Link Down;#20250000646;;Closed;21/06/2025 3:29;21/06/2025 12:06;;GMT+7;Luthfi;"The Engineer team found that the port facing SF was loose, 
indicating that there were other tenants doing activities in the rack 
share at APJII and causing the cable to be nudged. ";Plug the cable back into the port and tidy up the path.;#20250000646 | DCC (ABH) | Link Down | LL Cyber<>Sigma | DCC report mengalami link down periode 21/06/2025 00:02 GMT+8 dan meminta untuk di check | Sudah di open ticket ke DCC | Dari hasil pengecekan bahwa detect only 1 Mac-Address dari arah GMC dan tidak detect MAC-Address Facing port DCC di U2, Setelah di check lebih lanjut terlihat port facing DCC di U2 mengalami Flapping match dengan periode yang di report dan secara L2 Cyber<>GMC terpantau normal | Sudah disampaikan ke DCC | FU konfirmasi ke DCC | dari pengecekan lebih lanjut terlihat port facing SF di U2 down dan tim melakukan pengecekan di site dan mendapati port fisik down suspect kendor | terpantau link restored pada 12:06 GMT+7 | terkait initial RFO sudah di sampaikan ke DCC | Draf IR dan validasi ke internal | CLOSED;Email;Email;yes;;;;;;
88;CTG;CLOUDATA;"AB19007
AB19008";"Alibaba 1 (XCN363) <=> CDI-8-1
Alibaba 2 (XCN364) <=> CDI-8-2";Interupption;#20250000647;;Closed;21/06/2025 3:00:00;21/06/2025 3:25;00:25:00;GMT+7;Luthfi;Broadcaststorm on OIXP which causes Downtime on peer connections with OIXP;No action has been taken from ABH side;#20250000647 | CTG-ALI-OIXP (ABH) | Interruption | LL NTT<>IDC3D | CTG report mengalami anomally pada link dan telah devert traffic pada periode 21/06/2025 02:50 GMT+7 | CTG juga complain bahwa menerima packet besar abnormal PVST protocol packets | Sudah disampaikan initial checknya bahwa impact dari Broadcaststorm di OIXP pada periode 03:00 - 03:25 GMT+7 | Sudah disampaikan ke CTG | FU konfirmasi untuk close ticket dari CTG | CLOSED;Email;Email;yes;;;;;;
89;OWS;ABH-DCC;AB22025;;Packet Loss;#20250000648;;Closed;21/06/2025 10:20:00;21/06/2025 11:23;;GMT+8;Bayu;There is a high latency on hop 7 which is the upstream provider segment and the upstream provider informs the high latency occour TATA segment ;No action taken from Abhinawa;#20250000648 | OWS (ABH) | AB22025 | High Latency | OWS report mengalami high latency dari Jakarta 45.198.33.88 ke Hong Kong 45.113.114.1 | Dari pengecekan terlihat route saat ini lewat Trial THC dan sudah di tanyakan ke THC | Terpantau dari mtr latency sudah normal kembali dan suspect action THC reroute | OWS konfirm pada 11:23 GMT+7 latensi sudah kembali normal | Monitoring terlebih dahulu dan paralel draf IR | CLOSED;Email;Email;yes;;;;;;
90;CBC;ABH;202400143;;Packet Loss;#20250000649;;Closed;22/06/2025 19:35;;;GMT+7;Haikal;;;;;;;;;;;;
91;ABH;MDC;Pemberitahuan replace kabel ;Pemberitahuan replace kabel ;;#20250000650;;Open;;;;;Bayu;;;;;;;;;;;;
92;ABH;MDC;;;Request Permit Access;#20250000651;;Open;;;;;Bayu;;;;;;;;;;;;
93;ABH;EDGE2;;;Request Permit Access;#20250000652;;Open;;;;;Bayu;;;;;;;;;;;;
94;Wangsu-IEPL;ABH - DCC;202400109;ABH202406110001;Flapping;#20250000653;;Closed;23/06/2025 13:28;23/06/2025 13:36;00:08:00;GMT+7;Bayu;"Multiple Flapping issue with Jakarta-Singapore backbone on 
upstream segment at the time period mentioned. ";Optimize the backbone switchover by upstream provider. ;#20250000653 | Wangsu (ABH-DCC) | 202400109 | Wangsu report mengalami flapping pada periode 2025/06/23 13:28 & 13:36 GMT+8 | dari konfirm DCC terdapat jitter pada SG<>JKT dan sudah di sampaikan ke Wangsu | Update dari DCC bahwa mereka tidak menemukannya anomali pada circuit dikarenakan jitter yang relatif sangat cepat | Monit 24 Jam | Update dari DCC bahwa mereka detect CRC error | Saat ini sudah clear dan under monitor | FU RFO DCC | RFO proses 3 Hari | RFO available | Validasi ke internal | CLOSED;Email;Email;yes;;;;;;
95;ABH;EDGE2;;;Request Permit Access;#20250000654;;Open;;;;;Bayu;;;;;;;;;;;;
96;Aofei;ABH;AB20013;;Traffic Anomaly;#20250000655;#20250000655;Closed;23/06/2025 18:32:00;26/06/2025 19:07:00;00:35:00;GMT+7;Bayu;No issue on ABH side;Checking log and monitor;#20250000655 | Aofei (ABH) | Traffic Interrupt | CID AB20013 | Aofei report bahwa melihat traffic interrupt pada 23/06/2025 12:05-12:30 (UTC+8) | Dari hasil pengecekan di sisi ABH bahwa pada jam tersebut tidak adanya issue dan pengecekan segment juga tidak ditemukannya issue dan facing upstream tidak terlihat interrupt pada jam tersebut | FU konfirmasi dari Aofei;Email;Email;yes;;;;;;
97;Aofei;ABH;AB20013;;Jitter;#20250000656;;Closed;23/6/2025 18:00;24/6/2025 2:00;08:00:00;GMT+7;Bayu;No issue found on ABH segment;Checking log and monitor;#20250000656 | Aofei (ABH) | AB20013 | Aofei report mengalami jitter pada periode 2025-6-23 18:00 - 2025-6-24 02:00 GMT+8 | Dari hasil pengecekan bahwa tidak ditemukannya anomali dan issue pada traffic di waktu yang di sebutkan | Confirm per malam ini apakah masih detect jitter | No feedback | CLOSED;Email;Email;No;;;;;;
98;Aofei;ABH;202500007;;Destination Unreachable;#20250000657;;Closed;;;;;Bayu;There is no issue or changes from Abhinawa side, suspected any issue at destination side;Checking log and monitor;#20250000657 | Aofei (ABH) | 202500007 | Aofei repor mengalami unreach dari Source IP:  43.174.0.12(Indonesia) ke Destination IP: 43.152.148.22(Indonesia) | dari pengecekan awal terdapat reset pada routting table suspect ada adjusment di sisi cust | FU konfirm Aofei | Aofei sudah confirm restored | CLOSED;Email;Email;yes;;;;;;
99;3GO;ABH;;;Flapping;#20250000658;;Open;;;;;Bayu;;;;;;;;;;;;
100;ABH;MDC;Req Inbound Access;;Request Permit Access;#20250000659;;Open;;;;;Haikal;;;;;;;;;;;;
101;Wangsu;ABH-DCC;202400109;ABH202406110001;Destination Unreachable;#20250000660;;Closed;25/06/2025 23:32;25/06/2025 23:59:00;00:27:00;GMT+7;Tian;"Flapping issue with Jakarta-Singapore backbone on upstream 
segment. ";Optimize the backbone switchover by upstream provider. ;#20250000660 | Wangsu (ABH-ISPL) | 202400109 | Destination Unreachable | Wangsu report dest Unreach ke IP 157.66.189.0/24 pada 2025/06/25 00:32 GMT+8 | dari pengecekan related dengan Issue pada IPT ISPL766 | tidak di temukan issue di segment ABH dan sudah di open tiket ke ISPL | FU RFO ke ISPL | CLOSED;;;;;;;;;
102;OWS;ABH;;;Destination Unreachable;#20250000661;;Open;25/06/2025 23:37;;;GMT+7;Tian;;;;;;;;;;;;
103;ABH;ISPL;IPT VLAN 766;;Traffic Drop;#20250000662;#2025-0060244;Closed;24/06/2025 23:30;24/06/2025 23:50;00:20:00;GMT+7;Tian;Bad performance segment Cyber CSF - Graha : Bad connection;Circuit is running on the original route or temporary route. the circuit already running on original route;#20250000662 | ABH (ISPL) | 240607-ABH-IPT-APJ (VLAN766) | Traffic Drop | dari monitoring terlihat traffic outbound drop dan bersamaan dengan koplen dari OWS dan Wangsu | Relate juga dengan waktu flapping link BB B3JS ISPL | FU RFO ke ISPL | RFO available | CLOSED;Email;Email;yes;;;;;;
104;ABH;MDC;Req Inbound Access;;Request Permit Access;#20250000663;;Open;;;;;Bayu;;;;;;;;;;;;
105;Baoshuo;CrossNet;BTIIG-Morowali;;Link Down;#20250000664;;Open;25/06/2025 13:27;25/06/2025 16:40;03:13:00;GMT+7;Bayu;"The (FO) cable was detached from the pole accessories causing 
high bending. ";"Performed a 200 M cable jumper at the bending point and 
reconnected. ";"#20250000664 | Baoshuo (Crossnet) | BTIIG-Morowali | Baoshuo report link down pada 25/06/2025 13:50 GMT+7 | FU pengecekan CN | Dari pengecekan CN di temukan bahwa  kabel ketarik dan terkelupas dan akan dilakukan penarikan jumper 200 m | FU perbaikan CN | Terpantau link sudah kembali Up pada 17:40 | FU RFO CN | Draft lalu validasi ke internal | CLOSED
";WhatsApp;WhatsApp;yes;;;;;;
106;ABH;MDC;Req Inbound Access;;Request Permit Access;#20250000665;;Open;;;;;Haikal;;;;;;;;;;;;
107;DCCHW;ABH-XL;202500080-idEX-hybrid;"047C2202L1
112.215.23.122/30";"Packet Loss
Link Down";#20250000666;N25062500745;Closed;"25/06/2025 14:20:00
25/06/2025 16:12:00";"25/06/2025 14:50
25/06/2025 16:19";;GMT+7;Haikal;"1. Fiber cut at section Secang-Bedono, Purwodadi-SNSolo, Rengas 
bendung-Cikampek Kota. 

2. All LACP ports on the switch at Cyber1 DC experienced a 
simultaneous reset/reinitialization. No specific logs were found, 
and the device showed no signs of restart, PFE reset, power cycle 
issue, or protocol restart. System resources such as CPU, RAM, and 
temperature were also stable. Based on system behavior and the 
absence of critical logs, it is suspected that the issue was caused 
by a software bug in JunOS version 22.2R3-S2.8, which may trigger 
a global LACP reinitialization. ";"1. Reroute transmission.

2. All services were automatically restored after all LACP ports came 
back up.";#20250000666 | DCCHW (ABH-XL) | Packet Loss-XL & Link Down | 202500080-idEX-hybrid | DCC report mengalami packet loss pada 15:30 and 15:50 (GMT+8) on June 25 ke beberapa IP XL | setelah itu mereka report mengalami interrupt pada 17:12-17:19 (GMT+8) on June 25 | RFO dari XL sudah available untuk yang Packet loss dan untuk yang interrupt facing ABH RFO nya masih dalam analisa | Keep eye for the RFO interrupt | Sudah disampaikan untuk intial RFOnya | Done draft IR lalu validasikan ke internal | CLOSED;Email;Email;yes;;;;;;
108;Aofei;ABH;"202500007
RR2-RD2/180124 RBN-CN";;Link Down;#20250000667;;Closed;25/06/2025 16:12;25/06/2025 16:27;00:15:00;GMT+7;Haikal;"All LACP ports on the switch at Cyber1 DC experienced a 
simultaneous reset/reinitialization. No specific logs were found, 
and the device showed no signs of restart, PFE reset, power cycle 
issue, or protocol restart. System resources such as CPU, RAM, and 
temperature were also stable. Based on system behavior and the 
absence of critical logs, it is suspected that the issue was caused 
by a software bug in JunOS version 22.2R3-S2.8, which may trigger 
a global LACP reinitialization.";"All services were automatically restored after all LACP ports came 
back up. ";#20250000667 | Aofei (ABH) | Link Down | 202500007 - RR2-RD2/180124 RBN-CN | Aofei report mengalami down | Issue ini relate dengan issue di Cyber | Saat ini sedang dalam analisa RFO | Keep eye for the RFO | Sudah disampaikan intial RFOnya | Done draft IR lalu validasikan ke internal | CLOSED;Email;Email;yes;;;;;;
109;Herza;ABH;202500002 - IdEX-transport;;Link Down;#20250000668;;Closed;25/06/2025 16:12;25/06/2025 16:27;00:15:00;GMT+7;Haikal;"There was a disruption in the neuCentrIX <> Cyber1 backbone due 
to FO cut on the primary since this morning, then at 16.12 there was 
also a FO cut on the secondary link, but around 16.27 the primary 
was UP again, so the logical connection was established again. ";Normal after the primary Up.;#20250000668 | Herza (ABH) | Link Down | 202500002 - IdEX-transport | Herza report mengalami link down pada 25/06/2025 16:19 - 16:30 | Issue ini relate dengan issue di Cyber | Saat ini sedang dalam analisa RFO | Initial RFO sudah di berikan ke Herza | Done draft IR lalu validasikan ke internal | CLOSED;Email;Email;yes;;;;;;
110;OWS;ABH;AB22025 - IdEX-hybrid;;Route Loss;#20250000669;;Closed;25/06/2025 16:12;25/06/2025 16:27;00:15:00;GMT+7;Haikal;"All LACP ports on the switch at Cyber1 DC experienced a 
simultaneous reset/reinitialization. No specific logs were found, 
and the device showed no signs of restart, PFE reset, power cycle 
issue, or protocol restart. System resources such as CPU, RAM, and 
temperature were also stable. Based on system behavior and the 
absence of critical logs, it is suspected that the issue was caused 
by a software bug in JunOS version 22.2R3-S2.8, which may trigger 
a global LACP reinitialization.";"All services were automatically restored after all LACP ports came 
back up. ";#20250000669 | OWS (ABH) | Route Loss | AB22025 - IdEX-hybrid | OWS report mengalami route loss pada 25/06/2025 16:26 GMT+7 | Issue ini relate dengan issue di Cyber | Saat ini sedang dalam analisa RFO | Keep eye for the RFO | Sudah disampaikan initial RFOnya | Done draft IR lalu validasikan ke internal | CLOSED;Email;Email;yes;;;;;;
111;BiznetGio;ABH;AB23033 - IdEX-CAC;;Link Down;#20250000670;;Closed;25/06/2025 16:12;25/06/2025 16:20;00:08:00;GMT+7;Haikal;"There was a disruption in the IDC backbone connection to Cyber1 
due to a fiber optic (FO) cut on the primary link since morning. 
Then, at 16:12, there was also a FO cut on the secondary link. 
However, at 16:20, the primary link was successfully restored, so 
that the logical connection and BGP session were re-established.";Normal after the primary Up.;#20250000670 | BiznetGio (ABH) | Link Down | AB23033 - IdEX-CAC | BGN report mengalami down pada 25/06/2025 16:15 - 16:25 |  Issue ini relate dengan issue di Cyber | Saat ini sedang dalam analisa RFO | Initial RFO sudah di berikan ke Biznet Gio | Done draft IR lalu validasikan ke internal | CLOSED;Email;Email;yes;;;;;;
112;CBC;ABH;202400143 - IdEX-DIA;;Link Down;#20250000671;;Closed;25/06/2025 16:12;25/06/2025 16:32;00:20:00;GMT+7;Haikal;"All LACP ports on the switch at Cyber1 DC experienced a 
simultaneous reset/reinitialization. No specific logs were found, 
and the device showed no signs of restart, PFE reset, power cycle 
issue, or protocol restart. System resources such as CPU, RAM, and 
temperature were also stable. Based on system behavior and the 
absence of critical logs, it is suspected that the issue was caused 
by a software bug in JunOS version 22.2R3-S2.8, which may trigger 
a global LACP reinitialization. ";"All services were automatically restored after all LACP ports came 
back up. ";#20250000671 | CBC (ABH) | Link Down | 202400143 - IdEX-DIA | CBC report mengalami down pada 2025/6/25 17:21:00 - 17:31:52 (GMT+8) |  Issue ini relate dengan issue di Cyber | Saat ini sedang dalam analisa RFO | Keep eye for the RFO | Sudah disampaikan intial RFOnya | Done draft IR lalu validasikan ke internal | CLOSED;Email;Email;yes;;;;;;
113;Baishan;ABH;Multiple Service;;Link Down;#20250000672;;Closed;25/06/2025 16:12;25/06/2025 16:32;00:20:00;GMT+7;Haikal;"All LACP ports on the switch at Cyber1 DC experienced a 
simultaneous reset/reinitialization. No specific logs were found, 
and the device showed no signs of restart, PFE reset, power cycle 
issue, or protocol restart. System resources such as CPU, RAM, and 
temperature were also stable. Based on system behavior and the 
absence of critical logs, it is suspected that the issue was caused 
by a software bug in JunOS version 22.2R3-S2.8, which may trigger 
a global LACP reinitialization.";"All services were automatically restored after all LACP ports came 
back up.";#20250000672 |  Baishan (ABH) | Link Down | Multiple Service | Baishan report bahwa mengalami interrupt pada 2025/6/25 16:16 - 16:32 |  Issue ini relate dengan issue di Cyber | Saat ini sedang dalam analisa RFO | Keep eye for the RFO | Sudah disampaikan Initial RFOnya | Done draft IR lalu validasikan ke internal | CLOSED;WeChat;WeChat;yes;;;;;;
114;ABH;MDC;Req Outbound Access;;Request Permit Access;#20250000673;;Open;;;;GMT+7;Haikal;;;;;;;;;;;;
115;CTID-YUTO;Fibernet;202400153;IN18B056;Link Down;#20250000674;Pro-Active;Closed;26/06/2025 14:00;26/06/2025 16:00;02:00:00;GMT+7;Haikal;"Link down due to fallen pole at Gandasari address, Bekasi 
Regency, West Java.";Investigate, replace, pull new cable and Splicing fiber optic.;Pro Active - #20250000674 | CTID-YUTO (Fibernet) | Link Down | 202400153 | Dalam monitor terlihat traffic dari Cust YUTO missing pada 14:00 26/06/2025 | Info dari Fiberstar adanya gangguan di POP Cikarang | Terlihat dari monitor sudah kembali running pada 16:00 26/06/2025 | FU RFO ke Fiberstar | RFO Available | Draft IR | FU Validasi Internal | CLOSED;Email;Email;yes;;;;;;
116;Abhinawa;EDGE2;Req Inbound Access;;Request Permit Access;#20250000675;;Open;;;;;Haikal;;;;;;;;;;;;
117;ABH;HSP;Link Neu <> IDC;I-0122-009-01;Unstable;#20250000676;;Closed;26/06/2025 16:30:23;;;GMT+7;Haikal;;;#20250000676 | ABH (HSP) | Unstable | I-0122-009-01 | Dari monitor terlihat link HSP Neu <> IDC terlihat tidak stabil sejak Jun 26 16:30:23  sampai sekarang | Saat ini tim HSP sedang melakukan OTDR | Keep update dari HSP | CLOSED;WhatsApp;WhatsApp;No;;;;;;
118;DCC;MDC, Edge, Neucentrix;Req. Permit Access;Req. Permit Access;Request Permit Access;#20250000677;;Closed;30/06/2025 0:00:00;07/07/2025 23:59;;GMT+7;Tian;Req. Permit Access;Req. Permit Access;Req. Permit Access;Email;Email;No;;;;;;
