No;Customer;Suplier;CID ABH;CID Supplier;Type of Issue;ABH Ticket Number;Supplier Ticket Number;Status;Date/Start Time;Date/End Time;Duration;Timezone;On Duty;Root Cause;Action Taken;Chronology;Cordination To Customer;Cordination To Supplier;Status RFO Send;;;;;;
53;NTTG_CAMPINA;ABH-ICON+;202400152;1,11401E+11;Link Down;#20250000053;;Closed;11/01/2025 4:01;11/01/2025 4:18;00:17:00;GMT+7;Tian;Link Interupption;No Issue';3. #20250000053 | NTTG-CAMPINA (ABH-ICON+) EN3HQP83 | Link Down | NTTG report gangguan via email jam | Info Icon tidak ada issu | dicek L2TP mikrotik disalatiga yang ke arah NIA JKT terpantau sempat reset dalam rentang waktu  04:01:03 WIB sd 04:18:00 | Sedang di mintakan monitoring last 24 hours ke ICON+ | Dari capture yang di berikan bahwa traffic sempat interrupt match dengan periode issue | Make sure kembali ke Icon | Update dari ICON bahwa tidak ada log issue pada periode gangguan | Monit dahulu hingga office hours | Prepare RFO | Konfirm Internal | CLOSED;Email;Email;yes;;;;;;
54;Aofei-Ucloud;ABH-Powertel;AB22012;0320100011;Maintenance;#20250000054;;Closed;20/1/2025 0:00:00;20/1/2025 6:00:00;06:00:00;GMT+7;Syahrul;Replacement of UPS Rack by The Provider Team at Data Center APJII, 1st Floor, Cyber Building;Replacement of UPS Rack by The Provider Team at Data Center APJII, 1st Floor, Cyber Building;Downtime -+ 30 - 50 Minute;Email;Email;No;;;;;;
55;ABH;HSP;Link BB Neu<>IDC3D;I-0122-009-01;Link Down;#20250000055;Q9H-TAD-H66N;Closed;12/01/2025 0:09:17;12/01/2025 13:54:01;13:44:44;GMT+7;Tian;Terkendala cut di -6.239742, 106.825404 impact galian vendor;Dilakukan replace Kabel Sepanjang 150m;"#20250000055 | ABH (HSP) | Link BB Down NEU<>IDC3D | I-0122-009-01 | Link down periode 12/01/2025 0:09:17 WIB | Sudah di open ticket ke HSP | Info HSP sedang ada FO Cut di 6°11'34.2""S 106°48'53.0""E | FU Progressnya ke HSP | Update dari HSP sudah selesai progress penyambungan dan jumper | Link sudah kembali up periode 2025-01-12 13:54:01 WIB | Monitoring dahulu untuk kestabilannya | info hsp pengerjaan sudah selesai | link up periode 17:00:16 | RFO Available Q9H-TAD-H66N | Review RFO & Konfirm Internal | CLOSED";Email;Email;yes;;;;;;
56;ABH;CBN;;103.150.178.55;BGP Flap;#20250000056;;Closed;12/1/2025 0:20;12/1/2025 0:23;00:03:00;GMT+7;Luthfi;BGP flapped because activity maintenance;Upgrade the firmware router;CLOSED;Email;Email;yes;;;;;;
57;DCC;ABH;;;Request Loan;#20250000057;;Closed;12/1/2025 11:41;14/1/2025 12:19;00:38:00;GMT+7;Luthfi;"Request for Loan of Modules and Patch Cord at NEX DC Rack 5
Equipment Ports:
Mx204 - et-0/0/3
ce6860 - port GE2/0/5
";"Request for Loan of Modules and Patch Cord at NEX DC Rack 5
Equipment Ports:
Mx204 - et-0/0/3
ce6860 - port GE2/0/5";"#20250000057 | RHS DCC - RHS DCC – #202500002 | Onsite untuk replace 100G DAC >> Huawei-CE6860-48S 100G1/0/5 | Onsite today | Activity done | Confirm untuk close ticket | CLOSED

Equipment Ports:
Mx204 - et-0/0/3
ce6860 - port GE2/0/5";Email;Email;No;;;;;;
58;Aofei;ABH;202400051;;Packet Loss;#20250000058;;Closed;12/1/2025;12/1/2025;00:00:00;GMT+7;Syahrul;Packet Loss 2 Destinasi 103.169.255.169 & 103.169.255.65;No issue diperiode tersebut;6. #20250000058 | Aofei ( ABH-OWS ) | Packet Loss | aofei report mengalami packet loss menuju ke 2 destinasi yaitu, 103.169.255.169 & 103.169.255.65 | FU hasil pengecekan OWS | Hasil pengecekan berupa ping dan mtr normal dan sudah di compare di perangkat | FU confirm Aofei untuk close ticket | Closed;WeChat;WeChat;yes;;;;;;
59;3GO;ABH;Rack B09;Rack B09;Request Permit Access;#20250000059;;Closed;21/1/2025 0:00;23/1/2025 23:59;23:59:00;GMT+7;Luthfi;Request Registration Access of MDC Level 1 Rack B09;Request Registration Access of MDC Level 1 Rack B09;#20250000059 | 3GO (ABH) | Request permit access | 3GO meminta untuk dibuatkan permit acces ke MDC B09 untuk 21st Jan 2025 00:00+7 sampai 23rd Jan 2025 23:59+7 | Sudah di koordinasikan ke internal | CLOSED;Email;Email;No;;;;;;
60;DCC;ABH-HSP;L1 DWDM NEU <> CYB;L1 NEU-CYB | No Service Order;Flapping;#20250000060;;Closed;13/1/2025 14:59;13/01/2025 15:06:45;00:07:44;GMT+7;Luthfi;Flapping;Normal by itself;3. #20250000060 | DCC (ABH) | Link Down | L1 DWDM NEU-CYB | DCC Report linknya mengalami down periode 13, 2025 14:59:01 - 15:06:45 GMT+8 | Sudah di open ticket ke DCC | RFO related dengan HSP | Validasi RFO dan berikan ke DCC | Closed;Email;Email;yes;;;;;;
61;ABH;HSP;Neu<>Cyb;I-0122-008-01;Flapping;#20250000061;;Closed;13/1/2025 13:58:38;13/1/2025 13:58:45;00:00:07;GMT+7;Syahrul;Flapping;Normal by itself;4. #20250000061 | ABH (HSP) | Flapping | BB Neu<>Cyber I-0122-008-01 | Dari monitoring BB Neu<>Cyber sempat flapping periode 13/1/2025 13:58:38 - 13:58:45 | Sudah di oppen ticket ke HSP | Sebelumnya flapping ini impact dari activity yang dilakukan oleh tim HSP di jalur Neu<>Cyber yang sudah di infokan | FU RFO ke HSP;Email;Email;yes;;;;;;
62;LinkCloud;Aofei;202400094;;Maintenance;#20250000062;;Closed;19/01/2025 23:00;19/01/2025 5:00;###############################################################################################################################################################################################################################################################;GMT+7;Syahrul;;;#20250000062 | Linkcloud (AOFEI) | Maintenance | VLAN3702 | February 19, 2025 23:00 - 05:00 GMT +7 | Has anounced | Completed;Email;Email;yes;;;;;;
63;Bausho;ABH-Crossnet;202400112;BTTIG;High Latency;#20250000063;;Closed;13/1/2025 13:58;14/01/2025 22:18;08:19:22;GMT+8;Tian;"
Intermittent upstream because there was an interrupted backbone  
Palopo Masamba segment ";Rerouted to another upstream ;#20250000063 | Baoshuo (CrossNet) | High Latency | Baoshuo menginformasikan bahwa mengalami high latency dan lag saat mengakses tiktok,douyin,bilibili | fu pengecekan crossnet | info crossnet salah satu upstream nya intermitten imbas backbone palopo down | sudah direroute | baoshuo konfirm sudah normal RFO Available | konfirmasi internal | CLOSED;Email;Email;yes;;;;;;
64;DCC;ABH;L1 DWDM NEU <> CYB;;Flapping;#20250000064;;Closed;15/01/2025 14:26:13;15/01/2025 14:35:02;00:08:49;GMT+7;Tian;No issue founded on our side;Check log and monitoring;#20250000064 | DCC (ABH) | Link Interrupt | L1_DWDM | DCC report link NEU<>CYB interrupt pukul 14:26:13 GMT+8 sd 14:35:02 GMT 8 | Pengecekan awal link BB NEU<>CYB via HSP dan Powertel terpantau normal (tidak ada flapping) | Masih dalam pengecekan | Dsisi abh tidak ada log down | Konfirm DCC | CLOSED;Email;Email;yes;;;;;;
65;HK-Seaga;ABH-DCC;202400121 | IdEX-int-regular;ABH20240307001|VLAN1721;Packet Loss;#20250000065;TT-2025073719;Closed;14/01/2025 20:20;14/01/2025 20:30;00:10:00;GMT+8;Syahrul;"The packet loss was caused by jitter on the backbone EIE line, 
which impacted the customer’s service. The jitter led to brief 
periods of packet loss before traffic was successfully 
switched to an alternative route.";"Traffic was switched to an alternative route (SGIX) to mitigate the 
impact.";#20250000065 | HK-Seaga (ABH) | INTL | HK-Seaga report mengalami packet loss pada periode 14 Januari 2025 pada pukul 20:22-20:30 namun baru report pada 15 januari 2025 pukul 14:51 | hasil pengecekan tidak ada issue saat ini | sudah diberikan capture monitoring pada periode yang diminta | Berdasarkan pengecekan dari forward traceroute nya loss di mulai dari source IP dan berdasarkan reverse traceroute nya loss detect pada hop 4 (103.16.103.64) yang mana jika di cek pada routing table IP ini di dapat dari DCC-841 | Dalam pengecekan story traffic pada range time yang di mention 01/14/2025 20:22 - 20:30 GMT+8 di lihat traffic dari DCC 841 memang mengalami kenaikan namun tidak mencapai congestion | komplain ke DCC VLAN1721 | FU progress ke DCC | Info DCC link utama mengalami jitter di link utama yaitu EIE setelah itu di reroute ke SGIX | yang di reroute ke SGIX hanya prefix 138.113.199.0/24 | Pengecekan lebih lanjut disebabkan congestion di EIE | Pastikan kembali ke DCC apa dengan SGIX akan terjadi hal serupa | Update dari HK Seaga boleh close ticket | FU RFO ke DCC | RFO sudah di berikan DCC | Review dan prepare release untuk close ticket | Kirimkan senin office hours | CLOSED;Email;Email;No;;;;;;
66;DCC;ABH-ISPL;EDGE<>SG1;" 231006_100G_EQX-EDGE
";Packet Loss;#20250000066;;Closed;15/1/2025;15/1/2025;00:00:00;GMT+7;Syahrul;No alarm was found during the mentioned time;Checking circuit, log, and monitoring;4. #20250000066 | DCC (ABH-ISPL) | Packet Loss | EDGE<>SG1 | DCC report detect loss sejak 2024/12/16 till now pada waktu tertentu | Sudah di report ke ISPL | FU pengecekan ISPL | ISPL menarwakan untuk insert tester dan estimasi downtime 1,5 jam | Info dari DCC tidak perlu insert test | konfirmasi ke DCC | Closed;Email;Email;yes;;;;;;
67;3GO;ABH;Req Permit Access;;Request Permit Access;#20250000067;;Closed;20/01/2025;24/01/2025;;GMT+7;Haikal;Done;Done;#20250000067 | 3GO (ABH) | Req Permit Access | 3GO meminta untuk dibuatkan permit ke neuCentriX L2.056.000 pada 20th - 24th January 2025 | Sudah dibuat | CLOSED;Email;Email;No;;;;;;
68;LAXO;ABH-TELKOM;"202400002/IdEX-CAC
202400079/IdEX-CAC";;Maintenance;#20250000068;;Closed;22/01/2025 0:00;22/01/2025 4:00;;GMT+7;Haikal;Migration Traffic BTC-KBL IGG FP#4A_4B;Migration Traffic BTC-KBL IGG FP#4A_4B;Estimasi awal 30 Menit;Email;Email;No;;;;;;
69;AOFEI;ABH;Req Permit Access, Outbound;;Request Permit Access;#20250000069;;Closed;18/01/2025;26/01/2025;;GMT+8;Tian;;;;Email;Email;;;;;;;
70;AOFEI;ABH;XC-369 | IdEX-df;;Link Down;#20250000070;;Closed;16/1/2025 15:50;17/1/2025 22:24;06:34:00;GMT+7;Syahrul;"There are no issues along the path of normal results, no FO    
cut/bending. 
MDC<>APJII = normal  
Apjii MMR <> NTT = Normal 
MMR NTT <>User = No receive power";Checking all segments and swapping TX/RX cores.;#20250000070 | Aofei (ABH-CDI) | XC-369 | Link Down | Aofei report pada 15:50 mengalami link down | Minta status power di aofei | report ke Cloudata | Udpate dari CDI bahwa dari hasil test OTDR tembus | Tidak ada issue di segment MDC<>NTT | Suspect dimatikan oleh Alibaba | Sudah disampaikan ke Aofei | FU konfirmasi dari Alibaba | Update dari Ali tidak received power di patchpanel nya dan meminta di check ulang | Check ulang ke CDI | Pengecekan CDI fasing both line redaman normal dan sudah di luruskan kembali | Sudah di konfirmasi ke Aofei | FU konfirmasi dari Aofei | Saat ini team CDI sudah melakukan optimize kembali | Aofei sudah confirm up dan restored | CLOSED;Email;Email;yes;;;;;;
71;ABH;MDC;Req Permit Access;;Request Permit Access;#20250000071;;Closed;;;;GMT+7;Syahrul;;;;;;;;;;;;
72;Aofei;ABH-OWS;202400051;10742-OWS-ABH-SIN IPT;Destiantion Unreachable;#20250000072;;Closed;17/1/2025 0:23;17/1/2025 9:08:00;08:44:12;GMT+7;Haikal;Supect there is an adjustment on the destination side 103.51.205.0/24 which causes route reset to all peers and  upstream.;Checking route to destination from Network ABH and upstream for comparison.;#20250000072 | AOFEI (ABH-OWS) | Destiantion Unreachable | 202400051 | Aofei report dest unreach dengan Source 43.159.72.47. Dest 103.51.205.48 & 103.51.205.10 | berdasarkan pengecekan ke pada Dest IP, route sempat reset dan IP di dapat dari CIX-SOLO | Berdasarkan dari Pengecekan OWS setelah di lalukan traceroute, sudah reach dan menuju destinasi >>FIBER STAR >> CV Redjo Pawiro (Surakarta) | FU penjelasan terkait route reset nya ke OWS | Update dari OWS bahwa setelah di show route ke 103.51.205.0/24 terlihat semua routenya reset dan status backbone normal sudah di sertakan evidence | Sudah dijelaskan ke Aofei | FU konfirmasi dari Aofei | CLOSED;Email;Email;yes;;;;;;
73;AOFEI;ABH;RR2-RD2/180124;;Link Down;#20250000073;;Closed;18/01/2025 0:02;18/01/2025 1:09;01:07:00;GMT+7;Haikal;The connector became loose due to a degraded and fragile port condition in the OTB on the ISC side.;To resolve the issue, the ISC team relocated the fiber core to a new port.;#20250000073 | AOFEI (ABH) | Link Down | XCID RR2-RD2/180124 | Aofei report mengalami Link Down pada Jan 18 2025 01:02:37 GMT+8 - 02:09:02 GMT+8 | Initial RFO sudah disampaikan ke Aofei | Official RFO | Kirimkan senin office hours | RFO official sudah dikirim;Email;Email;yes;;;;;;
74;Bausho;ABH-Crossnet;BTIIG;;High Latency;#20250000074;;Closed;18/1/2025 7:50;18/1/2025 14:06;06:16:00;GMT+7;Tian;Kendala di situs web sangat lambat akses;Dilakukan Reroute Via LDM;#20250000074 | BAUSHO (ABH-CROSSNETT) | BTIIG | High Latency | Bausho report akses ke beberapa web lambat pada jam 18/01/2025 7:50:00 WIB | sudah direroute info dari CN ke non telkom | Info Bausho sudah lebih baik | Monitoring | RFO available | Kirimkan senin office hours | Verifikasi RFO | CLOSED;WhatsApp;WhatsApp;;;;;;;
75;Baishan;ABH-MDC;Req Permit Access;;Request Permit Access;#20250000075;;Closed;18/01/2025;25/01/2025;;GMT+7;Tian;;;;Email;Email;No;;;;;;
76;Bausho;ABH-Crossnet;BTIIG;;Power Degrade;#20250000076;;Closed;19/1/2025 7:55;20/01/2025 16:05;08:10:00;GMT+8;Tian;Link problem due to high attenuation one ot the Core   entangled at KM 14 of Ts Matano Bungku;Repair of entangled lines and cables at problematic  locations;#20250000076 | BAUSHO (ABH-CN) | Bausho report testspeed BW Download tidak simetris dengan uploadnya | Setelah pengecekan dari tim Crossnet terdapat redaman tinggi ke arah BTIIG |  Hasil OTDR terdapat High Bending di km 14 ke arah customer | sebelumnya dari CN minta konfirmasi status ke Customer namun info dari customer masih sama | Update terbaru dari CN terdapat High bending di Topogaro | Konfirmasi status ke Bausho | Verifikasi RFO | CLOSED;WhatsApp;WhatsApp;No;;;;;;
77;Aofei;ABH-OWS;RR2-RD2/180124 RBN-CN;10742-OWS-ABH-SIN IPT;Destiantion Unreachable;#20250000077;;Closed;20/1/2025 7:03;20/1/2025 10:25;03:21:02;GMT+7;Tian; Supect there is an adjustment on the destination side 103.184.54.0/24 which causes route reset to all peers and upstream.;Checking route to destination from Network ABH and upstream for  comparison. ;#20250000077 | AOFEI (ABH-OWS) | Destination Unreachable | AOFEI report tidak bisa reach ke IP Destination 103.184.54.4 | Update dari OWS bahwa setelah di show route ke 103.184.54.0/24 terlihat semua routenya reset dan status backbone normal sudah di sertakan evidence | FU konfirmasi dari Aofei | Initial closure sudah di berikan | CLOSED;Email;Email;yes;BGP Flap;;;;;
78;ABH;HSP;Neu <> Cyber (I-0122-008-01);;Link Down;#20250000078;VAB-MVZ-UNA1;Closed;20/1/2025 9:19;20/1/2025 14:21:44;05:02:01;GMT+7;Tian;"Cut di tititk 6°14'07.4""S 106°49'36.3""E QR7G+RMX Kuningan Tim., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta";"Dilakukan kupas ulang dan sambung ulang core

";#20250000078 | ABH (HSP) VAB-MVZ-UNA1 | CID : I-0122-008-01 | Link NEU<>CYBER Down | FO Cut impact PU | Link up 14:21:44 WIB | FU RFO ke HSP | RFO available | CLOSED;Email;Email;yes;;;;;;
79;DCC;ABH-HSP;L1 DWDM NEU <> CYB;;Link Down;#20250000079;;Closed;20/1/2025 9:20;20/1/2025 14:29;05:09:00;GMT+7;Tian;"There is a NEU<>CYBER transmission FO cut at 6°14'07.4 “S  
 106°49'36.3 “E QR7G+RMX due to public works impact";Resplicing FO;#20250000079 | DCC (ABH-HSP) | L1 DWDM NEU <> CYB | Link down impact FO cut HSP | DCC konfirmasi sudah up periode 2025-01-20 15:29  GMT+8 | RFO related dengan HSP | Sampaikan RFO nya | Sudah di validasi | CLOSED;Email;Email;yes;;;;;;
80;AOFEI;ABH-HSP;VLAN 1891/1983;;Link Down;#20250000080;;Closed;20/1/2025 9:19;20/1/2025 14:21:47;05:02:04;GMT+7;Tian;;;#20250000080 | Aofei (ABH-HSP) | VLAN1893 | Impact FO cut HSP NEU<>CYBER down | Sudah diinfokan ke AOFEI service mereka ke backup via VLAN1892 dan VLAN1894 | Sudah up | konfirmasi ke Aofei | Service aman | Closure sudah di berikan | CLOSED;Email;Email;yes;;;;;;
81;ABH;HSP;Neu <> IDC3D (I-0122-009-01);;Link Down;#20250000081;AZS-2VD-9SZU;Closed;20/1/2025 10:45;20/1/2025 13:54;03:09:52;GMT+7;Tian;"Cut di titik 6°12'13.1""S 106°49'41.0""E QRWH+G6V Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta";Dilakukan penarikan kabel kembali dan sambung ulang;"#20250000081 | ABH (HSP) AZS-2VD-9SZU | CID : I-0122-009-0 | Link NEU<>IDC3D down | FO cut di tikor 6°12'13.1""S 106°49'41.0""E | FU progressnya ke HSP | Link sudah up periode 2025-01-20 13:54:57 WIB | FU RFO ke HSP | CLOSED";Email;Email;yes;;;;;;
82;ABH;MDC;Req Permit, Inbound & Outbound;;Request Permit Access;#20250000082;;Closed;22/1/2025;23/1/2025;;GMT+7;Tian;;;;Email;Email;No;;;;;;
83;ABH;NeuCentrIX-Gubeng;Waspang AOFEI OUTBOUND Perangkat;;Request Permit Access;#20250000083;;Closed;20/1/2025;26/1/2025;;GMT+7;Tian;;;;Email;Email;No;;;;;;
84;ABH;DCIX;;;BGP Down;#20250000084;;Closed;20/1/2025 13:47;20/1/2025 13:47;00:00:00;GMT+7;Tian;;;;Email;Email;No;;;;;;
85;NTTG-CAMPINA;ABH;202400152;;Link Down;#20250000085;;Closed;20/1/2025 14:37;20/01/2025 15:25;00:47:55;GMT+7;Tian;Corrective maintenance XC in Neucentrix DC;Replace the XC and swap the existing port to the new port;#20250000085 | NTTG-CAMPINA (ABH) | 202400152 | Pro active - Adanya issue pada NIA dikarenakan port issue | Sudah di open ticket ke NTTG | FU konfirmasi dari NTTG | NTTG sudah confirm normal | RFO | CLOSED;Email;Email;No;;;;;;
86;Baishan;ABH;202400149 | VLAN793;;Maintenance;#20250000086;;Closed;25/1/2025 22:00;26/1/2025 5:00;;GMT+7;Tian;Maintenance migrasi link 40G dan 100G ke switch baru dari IIX;Maintenance migrasi link 40G dan 100G ke switch baru dari IIX;Maintenance migrasi link 40G dan 100G ke switch baru dari IIX;Email;Email;;;;;;;
87;AOFEI;CDI;XC369;151/NET/JKT2/III/2023;Link Down;#20250000087;;Closed;20/1/2025 23:03;20/1/2025 0:45;###############################################################################################################################################################################################################################################################;GMT+7;Syahrul;No issue found on our side;Link has been up by itself;#20250000087 | Aofei(CDI) | XC-369 | Link Down | Aofei report mengalami Link Down pada 23:03 | Informasi tambahan bahwa tidak dimatikan oleh Ali | Fu pengecekan Clouddata | Informasi aofei sudah up tanpa ada nya action di sisi Cust | CLOSED;WeChat;WhatsApp;yes;;;;;;
88;ABH;HSP;BB NEU<>CYBER;I-0122-008-01;Maintenance;#20250000088;;Closed;24/01/2025 0:00;24/01/2025;;GMT+7;Haikal;"Cut over di jalur 6°14'6.99""S 106°49'36.62""E";"Cut over di jalur 6°14'6.99""S 106°49'36.62""E";;Email;Email;;;;;;;
89;DCC;ABH-HSP;L1 DWDM NEU <> CYB;;Maintenance;#20250000089;;Closed;24/01/2025 0:00;24/01/2025;;GMT+7;Haikal;"Cut over di jalur 6°14'6.99""S 106°49'36.62""E";"Cut over di jalur 6°14'6.99""S 106°49'36.62""E";;Email;Email;;;;;;;
90;AOFEI;ABH-HSP;VLAN 1891/1983;;Maintenance;#20250000090;;Closed;24/01/2025 0:00;24/01/2025;;GMT+7;Haikal;"Cut over di jalur 6°14'6.99""S 106°49'36.62""E";"Cut over di jalur 6°14'6.99""S 106°49'36.62""E";;Email;Email;;;;;;;
91;3GO;ABH;;;Req. Allow & Adv. Prefix;#20250000091;;Closed;;;;;Haikal;;;;;;;;;;;;
92;ABH;MDC;;;Req Check Power;#20250000092;;Closed;23/01/2025 0:18;;;GMT+7;Syahrul;;;;;;;;;;;;
93;SANY;ABH-TIS;202400066;156039;Link Down;#20250000093;7,12025E+11;Closed;22/01/2025 20:35;23/01/2025 11:27:00;14:52:00;GMT+7;Tian;"Core putus pada protect di Tikor 2°16'34.3""S 121°46'45.1""E";Splicing FO;" #20250000093 | SANY (ABH-TIS) Link Down | downtime 22/01/2025 20:35 WIB sampai 23/01/202511:27 WIB | Info dari TIS ada Core Putus di tikor 2°16'34.3""S 121°46'45.1""E | Action Splicing FO | RFO sudah dikirim";WhatsApp;WhatsApp;yes;;;;;;
94;CTG-ALI;ABH;202300003;;Link Down;#20250000094;;Closed;24/01/2025 8:34;24/01/2025 9:58;01:23:55;GMT+7;Haikal;Pro Active No Issue;Pro Active No Issue;Pro Active No Issue;Email;Email;No;;;;;;
95;Aofei Tencent ISC;OWS;RR2-RD2/180124 RBN-CN;10742-OWS-ABH-SIN IPT;Destiantion Unreachable;#20250000095;;Closed;25/01/2025 2:06;25/01/2025 2:06;00:00:00;GMT+7;Syahrul;Dest Unreach oleh AS141606;Konfirmasi ke AS tersebut;"3. #20250000095 | Aofei Tencent ISC (OWS) | Desr Uncreach | INTL | Aofei menginformasikan mengalami Dest Unreach pada beberapa destinasi berikut ini 103.160.68.59
103.160.68.51 202.154.17.2 202.154.17.6 103.160.68.63 | Fu pengecekan OWS | hasil pengecekan ditemukan bahwa setelah dilakukan global ping test ip tersebut unreach | konfirmasi internal untuk IP ini dan koordinasikan dengan AS141606 | IP destinasi yang disebutkan Aofei sudah bisa direach | FU konfirmasi dari Aofei | FU Konfirmasi untuk close ticket
";Email;Email;No;;;;;;
96;3GO;ABH;202400128;;Flapping;#20250000096;;Closed;25/1/2025 14:25;25/1/2025 14:25;00:00:00;GMT+7;Tian;-;Checking circuit and interface fisik;#20250000096 | 3GO (ABH) | Flapping | 3GO report sempat ada flapping | sedang dimintakan CID yang benar namun belum ada respon kembali | konfirmasi kembali ke  3GO | sudah dijelaskan kembali bahwa interface dengan service mereka saat ini tidak mengalami gangguan | CLOSED;Email;Email;No;;;;;;
97;SANY;TIS;202400066;156039;Link Down;#20250000097;7,12025E+11;Closed;25/01/2025 12:30;25/01/2025 15:20;02:50:00;GMT+7;Tian;Kabel CUT indikasi ditabrak kendaraan disegment ;Penginstalan dan penyambungan kembali;#20250000097 | SANY (TIS) | Link down | impact FO Cut indikasi ditabrak kendaraan disegment Badopi | Action Spling FO | RFO Available;;WhatsApp;yes;;;;;;
98;CTG-ALIBABA;ABH;202300003;;Link Down;#20250000098;;Closed;26/01/2025 1:00:45;26/01/2025 1:46:45;00:46:00;GMT/UTC;Tian;Link Down Impact maintenance IIX;;4. #20250000098 | CTG (ABH) | 202300003-Local loop DCI - APJII IIX | CTG report link LL DCI-APJII IIX down | Sudah dijelaskan dari sisi ABH no Issue dan cek port facing IIX terdapat flapping antara Alibaba dan IIX yang mana indikasi dari aktivitas Maintenance APJII | FU konfirmasi CTG untuk close ticket;Email;Email;;;;;;;
99;Aofei;ABH - OWS;RR2-RD2/180124 RBN-CN;10742-OWS-ABH-SIN IPT;Packet Loss;#20250000099;;Closed;27/01/2025 2:37:40;27/01/2025 2:37:40;00:00:00;GMT+8;Luthfi;Packet Loss on Destination;Closed;"3. #20250000099 | Aofei (ABH-OWS) | Dest Unreachable | 10742-OWS-ABH-SIN IPT | Aofei report untuk servidde tencent ISC mereka test dari source 43.159.72.46 ke dest 103.99.27.75 mengalami unreach periode  2025-01-27 02:37:40 GMT+08 | Sudah di open ticket ke OWS | Dari hasil pengecekan disisi ABH bahwa packet loss tidak ada di hop ABH | Sedang di make sure ke OWS | Compare dari hasil pengecekan OWS bahwa packet loss terlihat pada segment destinasi dari HOP [8] 121.100.6.53 | Sudah disampaikan ke Aofei | FU konfirmasi dari Aofei | Packet Loss Destination | Closed
";Email;Email;No;;;;;;
100;CTG-ALI;ABH;202300003;;Link Down;#20250000100;;Closed;30/01/2025 11:15;30/01/2025 11:15;00:00:00;GMT+7;Syahrul;Link Down IIX;Normal by itself;3. #20250000100 - ProActive | CTG-ALI ( ABH ) | Link Down | 202300003 | IIX sempat mengalami down pada 30/01/2025 pukul 11:15 | Informasikan ke CTG bahwa tidak ada issue LL dari sisi ABH | konfirmasikan untuk re-establish status BGP dengan IIX;Email;Email;No;;;;;;
101;Aofei;ABH-OWS;RR2-RD2/180124 RBN-CN;10742-OWS-ABH-SIN IPT;Destiantion Unreachable;#20250000101;;Closed;30/01/2025 20:47:45;30/01/2025 20:47:45;00:00:00;GMT+8;Luthfi;Packet Loss on Destination;Closed;4. #20250000101 | Aofei (OWS) | Dest Unreachable | 10742-OWS-ABH-SIN IPT | Aofei report bahwa dest 103.155.196.38 mengalami unreach ketika test dari source 43.159.72.37 periode 30/01/2025 20:47:45 GMT+8 | Sudah di open ticket ke OWS | Dari hasil pengecekan trceroute dan ping hasilnya tembus normal dan tidak ada packet loss sampai destinasi, Setelah di show route untuk ip 103.155.196.38 dari global route semua route mengalami reset dan di compare dari Network ABH hasilnya sama | Suspect ada adjustment disisi End cust | Sudah disampaikan ke Aofei | FU konfirmasi Aofei untuk close ticket | CLOSED;Email;Email;No;;;;;;
